site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1994,1994,1095,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1994,1994,45,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1994,1994,3772,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1995,1995,1226,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1995,1995,49,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1995,1995,2985,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1996,1996,923,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1996,1996,72,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1996,1996,2974,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1997,1997,1173,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1997,1997,33,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1997,1997,3146,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1998,1998,1192,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1998,1998,43,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1998,1998,3349,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,1999,1999,974,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,1999,1999,34,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,1999,1999,3911,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2000,2000,880,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2000,2000,26,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2000,2000,4472,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2001,2001,780,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2001,2001,22,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2001,2001,4444,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2002,2002,771,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2002,2002,35,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2002,2002,5131,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2003,2003,559,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2003,2003,29,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2003,2003,4957,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2004,2004,409,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2004,2004,13,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2004,2004,4798,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2005,2005,334,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,Unknown,Unknown,2005,2005,9,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,gentoo penguin,Unknown,Unknown,2005,2005,4635,1,nests,ground,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2009c</i>.  Management plan for Antarctic Specially Protected Area No. 150: Ardley Island, Maxwell Bay, King George Island (25 De Mayo). Measure 9, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Baltimore, United States.",Estimated accuracy.
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,Unknown,Unknown,2012,2012,166,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,11,12,2014,2014,260,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,11,12,2014,2014,15,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,11,1,2018,2017,338,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Barnard Point (Livingston Island),BARN,48.1,-60.338,-62.758,gentoo penguin,25,11,1965,1965,264,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Barnard Point (Livingston Island),BARN,48.1,-60.338,-62.758,chinstrap penguin,Unknown,Unknown,1987,1987,13000,4,nests,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Barnard Point (Livingston Island),BARN,48.1,-60.338,-62.758,gentoo penguin,Unknown,Unknown,1987,1987,600,1,nests,ground,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Barton Peninsula,BART,48.1,-58.791,-62.224,chinstrap penguin,Unknown,Unknown,1980,1980,6298,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Barton Peninsula,BART,48.1,-58.791,-62.224,chinstrap penguin,18,1,1985,1984,2500,3,nests,ground,"<strong>Peter, H-U., R. Bannasch, A. Bick, A. Gebauer, M. Kaiser, R. M&#246;nke, and D. Zippel, </strong><i> 1989</i>. Bestand und Reproduktion ausgew&#228;hlter antarktischer V&#246;gel und Robben im Siidwestteil von King George Island, South Shetland Islands. Wissenschaftliche Zeitschrift: Naturwissenschaftliche Reihe 38:645-657.",Estimated accuracy.
Barton Peninsula,BART,48.1,-58.791,-62.224,gentoo penguin,Unknown,Unknown,1984,1984,500,2,nests,None,"<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING, </strong><i> 2014b</i>. Management plan for Antarctic Specially Protected Area No. 171: 4 Nar&#281;bski Point, Barton Peninsula, King George Island. Measure 11, Final Report of the Thirty-second Antarctic Treaty Consultative Meeting, Brasilia, Brasil.",Estimated accuracy.
